seeds: 1816595164 17959701 638436853 78030487 817577189 36827316 1026478180 76369736 41289903 186217913 420559525 137710657 1458688845 100655339 1865558103 137010578 1234165819 150006944 1109155684 48884299 1600710048 71807961 342365895 71521234 1160612473 58513776 889488536 119786547 1758745822 19811067 728811566 41940267 1687300551 30293821 608958354 14798860 259061882 41922530 592166849 11599136 1844789032 15685281 777644724 23173737 1737825727 15248610 1384337505 15794853 1436344931 12754349 860595516 26500165 236090093 10281111 309873181 10661754 1784509833 16862295 560696665 21206544 1403400278 10768775 1103492673 3104299 585940307 4709864 1718217233 4429714 8331511 2654706 1571635766 4329209 1778808747 4225599 1423485398 2354357 20032675 8711245 1567368132 1276088 1753453071 5041947 12928219 3006950 1588030703 2405123 813017934 1990230 627556618 696552 1726908523 5420903 1673687801 522097 333542178 7889231 1014125670 9319231 1598632032 303155 331371761 1236611 249330786 6481768 1425857118 4167409 804926911 5651459 1808970352 1591176 1802671139 1105215 1675068827 6958353 1455944187 38946 230180690 5117054 1579295584 1818614 4999573 1653600 1840398335 3337043 1860775241 2331925 856595890 2331101 333359727 182049 1219883289 8815212 1230039755 536323 416680275 1046708 1726164295 267099 608789901 75778 38053361 1541207 322805215 8397246 771987269 3521298 32223683 4724660 1581219968 4697522 1433038769 1789130 717947232 6164849 1599592689 782642 1011233148 1272585 1595579787 515843 628351826 73145 628756995 9459112 1684219969 391579 1449118958 3152273 583641200 1745713 306331546 2750105 1566450409 281155 1732895958 3104817 235962 2879691 1416492956 2078145 1682385049 1185839 16799564 1537417 1814212456 301209 320813650 10134 1400139467 748208 1590462114 4427455 301501582 4189504 1158249051 2249518 227992115 1701735 558987420 872085 724904215 2391256 1834734171 5389586 1563612091 533732 1024145078 1666618 333299769 23216 1431723451 781923 247975531 958077 30689715 171943 854823253 1037916 1805163019 791792 1561631825 296938 7516277 545940 801949789 1454105 418267257 364969 1569297376 467256 1576551473 2521467 6753866 304271 887225400 616562 1420006863 2535458 1570485926 153887 1815384532 83741 3244756 242006 1586137583 49258 1722837356 1891579 1864345405 648911 811618545 668376 1565065039 248577 1562743929 385646 30871278 1207793 1231300741 1664458 716841560 384653 256038319 24607 606404406 2147514 12598540 153846 604127313 408402 1430714069 46089 256638238 74235 1783708744 662887 1401024788 2243672 1454175130 1713109 1810703832 986271 1456455920 1780613 626599000 569226 1843755006 970427 1106679882 1448726 815524114 1455205 1596098502 1013939 414784890 1428822 29470591 135900 309167305 625354 11335855 203206 1597602599 469479 1233088947 267883 800980403 528431 1434980223 451811 1803877840 744833 1415221103 554624 590772306 1249056 1806863110 1817738 39618625 637035 321109500 281815 1229021216 87102 417730397 387387 1023476066 296927 728202441 496495 1013140412 512656 3929807 904538 859837830 732450 606279559 89154 859231735 232627 625395697 928264 321740660 1023612 305965879 176843 1806004537 260990 11796501 95610 40916799 255988 1685087221 885342 342191988 73640 1453634703 471170 1231219907 24481 420076970 27732 1233374542 673768 257229037 998906 1571053645 543174 1812030296 463123 1865003646 487700 1009981997 407733 775623012 1842468 1725420433 703604 246784553 1133127 1586524895 773971 18505371 549655 815173729 152753 1559455731 1336824 583278155 100578 419231042 612298 1686539075 487194 1813579421 587706 1813184146 126124 604954557 69387 414566048 40857 1804846228 127860 558504427 341928 804497012 126952 888585695 854313 1435981617 51949 717232608 280179 413954823 416703 1736719452 654122 1436042926 262882 1783124997 273147 1419430581 290653 1737490979 237879 1230664393 452260 235952010 108560 605123424 478602 416415904 48477 1586203377 121843 1452383344 225244 258258964 597705 1684832962 59641 1569780402 600062 582048859 663288 1564272739 649094 37112727 606690 12012685 309309 301240374 140388 887975113 68991 1801726073 650657 855985980 218528 624064588 273351 1108913591 72995 777475692 92189 1684178085 34527 1673061292 553431 727297116 336345 29608139 710788 1414566865 285485 1453283594 118969 19412491 326254 1863776759 174578 40644824 131220 724192825 55182 229855610 143382 624404508 788483 1228890306 103096 227547794 115902 1229195664 131883 301113724 28621 1025828428 553667 623804792 79301 1103021915 45854 1674213930 522521 1814896876 438852 16027705 503479 1229595813 98760 1732626141 82180 418782116 296776 1430781794 728128 1452862584 76283 1576477417 23554 1863127754 536525 1813328981 106289 1568869879 309994 1560878105 622715 1564952657 49448 341450696 79396 801519841 197982 1453125018 54264 1566170881 168395 1815587533 621342 888423679 84979 1812787894 130869 812427924 201613 4891301 70359 1562321236 23316 1725014954 49537 1108153173 203960 627272419 117343 12436528 44936 1804672578 80849 1432557068 461097 1416100148 332351 1435704114 132705 69949 68503 1587364424 210703 1806328140 415078 856437680 10655 1753080443 233127 1219618487 153259 1597220460 337600 1595287176 163022 606072424 79671 12512374 52995 888226976 42829 1565709583 287500 1423375363 20054 1683574311 409247 804154807 310733 1013854592 156355 1012539772 127961 1219417033 49627 1418863208 132465 1575998597 117198 810933560 581294 717543467 316354 256551470 32918 332864477 84654 803471403 283461 420114649 14587 1598415978 92385 305704252 64402 1598521700 66623 7195347 166617 255924453 79390 301210830 19692 603797108 140406 235495054 146666 1736038926 231337 1598174632 10940 1581162114 50140 305896557 22805 1010493266 437029 1570805086 217758 1686385099 97473 227809194 139563 1103098385 252967 255868186 19766 770909411 387481 716544799 27732 1814626639 168887 1587615243 258624 256092760 404168 1568702232 15746 1566754974 16162 332963532 149051 1808715611 32827 1674923457 81678 16562345 35299 29011764 335210 1023779138 230621 419139231 81104 36954066 41179 1009633556 122569 859606681 39864 28891067 98705 585392310 178926 727771766 246435 854586610 61656 1219531866 31891 37746490 258037 1108597217 230192 11115978 62040 1109078870 15435 19130884 170678 817305579 58406 627398129 120645 724260046 272309 1561970116 340415 1686117462 55808 1586383299 48670 1599072322 232478 7086932 53695 1228776355 55154 1430078332 149216 1570421807 10990 582867429 364858 1422576339 561099 30426250 27348 1009303802 107086 1684002308 66926 724650896 103113 1563340236 49486 1594931039 323703 560205154 295637 803818557 182775 1687052989 240273 1725137535 279565 1456287626 78617 638233032 48310 1418812969 33708 1811858945 79565 1561504483 21587 256978294 220149 341790696 358303 1600378745 91599 1813446083 115252 320940842 45016 1672725672 55514 321419122 43534 771681121 209735 1587893099 63594 859018020 199834 18342575 16073 1718009609 183014 416528621 33995 1012791764 194054 320583937 88145 856458666 22076 1672658717 39473 32081435 99771 1452992367 128941 1414180695 14892 30594515 71219 1563530024 74717 1864224163 115940 605726021 245225 810829587 45578 1686222211 149686 1808813507 46832 1415933588 78695 40581632 41960 1783400939 117714 229727964 63521 419943118 87301 817026390 225131 1565416894 216890 235769782 133076 1414951605 128504 1419306991 91751 1414296124 84495 1453427020 57889 420191681 345340 418638356 37315 817265441 35537 230053214 28814 585593322 24349 1566919190 21104 1726602693 269730 1229889075 35972 1024015525 104695 559981720 184259 30536223 45036 1219569297 44970 1864141969 81190 1758615448 24884 1736381117 230147 235387574 15929 604710112 165311 1009795276 132242 19884817 17172 608724859 59942 1576178612 51955 1682102290 29815 626373032 31536 1458425371 223851 1600509443 60897 419912501 28442 1579200531 23096 1158070364 161401 1567258763 107027 1570730816 46647 1805097234 27664 1430252043 297607 246508576 20142 625243413 79022 246492404 12100 817479019 26118 1576236673 224627 1812536420 211952 1234078604 48352 1813020985 114829 1806278585 42709 332658179 119575 19934803 54951 41213435 10275 1783601189 89205 1419290722 10017 321611116 57214 1415788314 63124 716686537 32883 1013033391 82473 1566963980 223987 8235797 26436 585773059 21861 854651156 102403 8098884 66596 812326427 62558 1562409747 33239 817400012 42464 1801381821 21677 16644122 14567 1418649209 161874 1108492472 66433 1724860150 10093 1010970299 10665 1717672730 326875 1816434340 16293 728078892 61346 246456570 12294 1419065363 192734 1672880791 69586 414406993 30174 227525490 17019 1011128793 90452 1811757184 88992 801759125 153380 248966349 243995 815396054 40109 246680528 27220

seed-to-soil map:
1602043003 1303709803 32191992
1482178258 1895405251 27740647
19228411 745618563 60578059
343012110 295943143 71654863
1551138565 1978294710 83685180
282126031 1227011185 47969548
1086429760 1405440307 103304779
1894638440 1734807266 57950253
1457099157 41669094 45016973
35550525 1587457995 60588870
1622569575 666761824 53965399
1896109080 1016794262 57368318
99221626 604550127 32643761
313986750 229341708 11275166
1648597447 523230221 73079606
1825109907 1823336432 22141127
711487048 1658285649 44115095
586395409 1100257132 81159678
1216525216 901287701 97499848
1963413814 1932223378 30989060
229198459 823312393 28022734
481458853 390283824 84423250
1564013551 867637340 24168460
1579026927 1360198497 37616479
1390156495 374220927 13311796
121457833 1538001214 13080123
90577291 2673404 18912965
1802127930 281915489 11870817
1854605463 112285962 82386873
746321137 1563174437 12208449
1505578611 1848868322 22162863
368699304 1805201239 11833217
1729912491 1074351114 16807974
1005400252 1706979047 17914704
758549382 1655086161 2287163
1097915412 214806182 9244031
1275262706 1516022429 7496927
12590918 738957879 3142431
1678113540 260416149 5763638
328494322 1217144662 7421710
788707998 491727071 7830764
458159273 1510004778 1551998
353851630 505558269 2044734
1923738944 643788344 9820316
1792178479 1873384687 2589078
1959184772 855068822 6862778
951921199 809523924 7247494
1199250028 1884574509 7965349
305493392 1963745236 5733050
609527656 788754 17467
881658773 1350464918 609074
894278227 1526400173 3909407
227450348 209290848 5102746
1896744808 1338854308 7369983
1127967936 271988251 3966359
50880213 90023472 6509400
419358765 96629595 95466
485826637 1188764528 5420801
1553098444 601573596 39213
1430668791 105762897 467314
1858261763 515274225 6362668
1738650533 246847193 4392630
1998657671 1206977205 3580528
1044923589 806432801 928729
1765019117 1580702443 1972753
463617595 35795660 4188881
1997140314 34993850 65241
101058036 1551839143 3117407
1092262294 206492541 1936107
881682034 1819519733 999000
340208492 25596024 3540735
399173822 1279825205 4757928
1698504608 1801135551 828789
92455671 654836946 6657172
401273539 99103632 2492780
141262398 486306085 4151368
514181785 195293470 2674656
1536287385 1092245555 3454937
1791469077 1196427813 9693229
57547715 1287081051 9839266
1787168143 1300888786 670980
1214996087 1702885989 4026058
1917435527 202027307 103919
1953807835 1284797683 455069
1503564514 819343073 788923
730786829 253224044 4180350
1413372594 1924058989 467714
1176914878 1971490944 6656832
492252396 478119812 4560391
1110988680 1211845483 3706221
1434181866 242579540 2587671
107794182 1575932298 2594257
645278300 1000511446 3659072
899970723 863051468 3702399
1065516305 512717773 568600
141875093 509308630 1913211
1277547889 268872186 2228405
1618427501 1400598922 3477118
6976176 598133139 3287938
23266332 894203523 3763696
1408784511 108672202 1329247
567970455 276799398 2220680
808321783 1004323076 3965774
1051669777 729369448 8676287
1263512495 224949601 1348064
144591970 817826134 144618
1690392558 367990700 4060408
1545625426 202230584 710267
684380674 30291383 3666413
329844734 1728823162 5359895
654680924 499892101 5175331
586842118 1583736094 1497801
1561779724 1512659510 2635766
1459798800 1285290594 1206726
151719973 1795697376 803736
1860321186 723435806 1214656
1604300868 1276321809 3249455
1007173381 738118339 507429
1544334391 1555412805 2368414
686421948 1012997215 51755
893903173 482819198 1650877
917586629 1928639059 935119
1928816592 1880437407 3719306
256104756 88654663 1200208
514674901 514622164 566607
118065010 1097051651 1996631
56082551 999464590 886382
962680111 662345038 246263
1264689762 663299711 2382236
959740102 1651519381 1275762
1424963299 1649773104 277972
1328865310 1531450242 1892635
18949125 725787438 3211102
1134376182 388577127 772434
253368505 1357095622 2104672
1383356118 742441446 3020611
787890628 642212087 390129
57701121 204138834 1960634
1551162880 1562435385 408094
1227774604 110417443 355155
1550773199 1183725930 4235669
885533278 1353756069 2448863
470734406 1224858246 551960
1670491604 22653824 842975
1618468841 241540343 415091
523293393 721887416 1319611
1681143864 1351121980 178994
1269065982 665942605 637441
128651768 603146244 916914
186580177 602560385 103775
148082854 102980772 2087546
1791437914 1650110448 458983
1873977484 1817260410 1119525
737311037 1802966751 2120661
67434612 1008814538 2869299
800315362 101830694 439113
137548286 1347592961 1835114
890542622 40324334 473873
1765852973 34261342 25068
280948610 1558877552 70263
664264779 1013232932 2165310
1852971202 1336660862 711541
1009364025 1303442122 19987
1575559659 106270795 1160696
1264986692 199782281 666084
1141056126 638649223 1493413
1481531776 1725108940 2681489
619326498 820136225 2546965
1558864146 1296937235 1218705
674854716 1303394366 23819
1893420453 851858998 1456087
614894017 1054419 962550
1633382357 1226170805 553154
993957057 102314047 165811
1331907720 1927371390 499560
848889724 1299362989 836521
894258036 1649099432 109382
561438434 1924717490 1373945
345644658 485588280 24721
1773749378 1560935702 1073782
1714516349 491100479 252009
1973956126 1930161610 1098753
291874971 280705488 106283
1833051441 1893037196 225848
1387467964 1802583512 294920
81305618 1349888991 54066
1547829575 279742358 945011
132518286 1845944388 1311717
1071542242 522444387 598603
427946576 1284658382 21236
1588204258 372241587 593097
1161800458 1195706364 78145
891237414 640441786 77890
1635577793 1534446179 281809
1702424260 1878748728 1218353
1139250527 725752304 14722
106705196 818483133 45451
1777190991 1181425345 1876588
1384894188 1847911210 500788
652234385 1820605083 2165271
327182821 475896037 1738043
1473369284 257481930 548877
722946325 228621131 622564
394815062 1876262436 506780
649846171 1275377278 523362
891686878 258156384 2098139
96517013 293821457 1567206
1789586937 742105703 299768
179401091 1578894476 1239132
686612999 1559074347 1663904
1149512070 1524162967 108259
1889919175 198228508 597843
47839031 723216483 207446
1725590703 521748492 424840
1463755887 1558703555 13712
1495013845 208564776 272538
697616856 227048141 929799
853645897 21592841 818435
139747909 596794730 580071
944011588 1653405778 401122
213034073 1012265120 433538
1266659375 1404488849 755060
1510949629 1799120762 1678672
768960299 1530933076 481490
1864452172 97239510 1122373
1093657003 1871112723 1494848
272360300 23737327 1764857
869161844 861959928 381223
1851608052 891992908 1046429
269051064 1795201935 150515
1181590864 484506876 969536
940866456 1525369731 1002303
1595582327 1649535779 203399
1862320463 853987675 831181
1228062299 1194539393 875847
1281355169 1536129528 1663634
945940552 1511659634 133240
619785816 245481441 1118905
1968775477 1338108528 94645
1934781354 1585939321 1332685
1222306194 1515885013 36178
1088907589 87078934 119301
247065471 105219565 394869
1949574465 1877274975 199873
982300847 1796733022 676509
1464343766 107471649 1097483
1542462096 1793068597 1615476
959118606 1654582983 225938
3551044 1893977513 752997
291759890 507801904 666102
714659500 1351494631 426866
1986333023 1398163079 2330672
207134814 280943426 782661
1040366257 276144773 69239
1890955922 1818473381 699876
1669525002 267293922 925541
1671435990 1797906773 879899
1670827373 1523864087 148142
192865306 511363997 106395
1874256696 1349659204 64213
1315878864 601739334 203516
1062851078 1302751077 344185
1261376417 597393944 363115
983079582 893919251 49815
1894020013 898475694 1509890
1961173773 900097139 461486
1469611235 35139457 84030
672652850 508654253 255848
631742206 851528725 106032
1255573696 1508782952 103666
1190792385 96844678 164598
214961201 654219554 581959
121368906 1533534371 407772
417457124 203259064 41149
108293151 1352315591 1232096
64711613 643042446 271333
1763518391 1794922596 123021
1330408825 266805043 429121
1726274721 1301871200 318467
312908301 199165936 547846
1352646605 373440730 348772
1936233372 1008495749 184237
1705728123 1530786894 53520
1628809271 1893345216 547417
369119940 1926587836 128017
919698230 807927169 763902
1075045037 661912408 271480
1895566935 1534867617 833642
1352722220 640564562 1424033
133680432 295736558 54306
759084652 1651108521 354939
619758516 1524557084 196753
802607728 1210812078 875584
275073971 720778976 1032130
1104974603 1970046652 1214694
1569624529 1216202138 889877
353771968 1356490739 311066
5237235 29373409 873438
950519055 1224792490 58359
784350082 1099622485 192707
1365567407 1923910350 41001
135918476 111126620 534803
973041926 1557888000 68195
748749976 638059430 394058
1744573866 900930451 286034
610763882 1551126650 591996
1313842589 1798870848 220314
651349475 1583109381 95808
463063588 1298371171 326877
903062259 266272219 264000
